index,position,horizon,career_stage,block,n,current,alternative,current_crps_raw,alternative_crps_raw,crps_gain_current_minus_alt,current_mae,alternative_mae,mae_gain_current_minus_alt,mae_gain_ci_low,mae_gain_ci_high,current_signed_bias,alternative_signed_bias,top10_n,top10_current_crps_ret,top10_alt_crps_ret,top10_crps_gain
10,QB,3,developmental,mid,53,D0,D1,71.17596880772325,59.83906086363813,11.336907944085132,82.87239105933432,86.63685801766287,-3.764466958328547,-8.30778187357188,1.1758440084249349,8.898404808569463,16.341075308806246,4,0.2574646953245661,0.2593681598482911,-0.0019034645237249
11,QB,3,developmental,validation,63,D0,D1,59.02696145574553,47.88664124848309,11.14032020726244,68.89664245174407,70.31936469436349,-1.4227222426194284,-8.686283852190126,3.5483336782295023,2.8862726094937683,6.055160012385248,10,0.2796569063372559,0.2448688731435079,0.0347880331937479
12,QB,3,established,early,57,D1,D0,36.52562645533506,46.29764802937674,-9.772021574041672,56.61280422768163,57.68548068576236,-1.072676458080734,-6.826612988522972,5.808664155863101,13.045610453168614,9.080822504501745,5,0.1981195135931703,0.2368104172980511,-0.0386909037048807
13,QB,3,established,mid,44,D1,D0,45.11679010609797,54.37605346686832,-9.259263360770346,63.056275251687744,67.441546893205,-4.385271641517253,-11.34483758451846,2.2554364802099807,-4.486901950139156,-7.895212441220596,5,0.1838504121479257,0.2869685694317729,-0.1031181572838471
14,QB,3,established,validation,47,D1,D0,32.30116860064728,41.08394004109506,-8.78277144044779,47.17086636048544,51.43980603776871,-4.268939677283255,-10.506016488353389,2.0679570676129506,-5.944510331865642,-4.049382066551934,4,0.1553134652801451,0.2405168360566392,-0.0852033707764941
15,QB,3,veteran,early,63,D1,D0,39.76027934117032,50.07284875064637,-10.31256940947606,65.74785694751345,67.24454601878126,-1.4966890712678222,-8.607461487841649,5.915738040219603,-17.791382047385234,-26.84082654644872,10,0.1885896450572718,0.2661561886411369,-0.077566543583865
16,QB,3,veteran,mid,36,D1,D0,47.40969132146132,60.09303832067115,-12.683346999209828,76.50594608031017,82.44704273067848,-5.941096650368301,-14.683610998365156,0.3059615244623216,-29.92994004420338,-35.52879595476395,5,0.3034471992705482,0.3382161354234486,-0.0347689361529004
17,QB,3,veteran,validation,35,D1,D0,30.42160995214285,33.67826363821425,-3.2566536860714077,49.48341434080493,50.80994519850254,-1.326530857697611,-8.745704020441499,5.938738936491934,10.140686041578826,12.377562608829075,1,0.2255747584972965,0.277375699357009,-0.0518009408597124
18,RB,2,developmental,early,329,D1,D0,24.892538715980542,31.554387028107534,-6.661848312126989,36.7211265797311,38.044790855513455,-1.323664275782353,-2.3345210063201365,-0.2483846700781839,6.689575301494523,8.393070942542238,27,0.2612773103791576,0.2943036564838296,-0.033026346104672
19,RB,2,developmental,mid,219,D1,D0,27.23129353161327,33.72429252962548,-6.492998998012208,38.60976053995663,39.716987428809134,-1.1072268888525043,-2.36792633130496,-0.0092689404087943,-0.8211746094604909,-0.179209231192962,26,0.2632938600697803,0.3185922819463747,-0.0552984218765944
20,RB,2,developmental,validation,225,D1,D0,25.44065545517291,32.44268959568932,-7.002034140516409,36.79032011504225,38.51098118489633,-1.720661069854069,-2.9253076479007563,-0.5059471559497994,-2.017723216599685,-1.3288158033230228,26,0.2173561661710758,0.2787067550984639,-0.061350588927388
21,RB,2,established,early,157,D1,D0,18.78235042720685,22.799089163084258,-4.0167387358774,29.836431813823545,28.78642196767512,1.0500098461484328,-0.1321335126438181,2.4427391654817385,9.321430268986097,6.838435867423471,20,0.2475550160592482,0.2826927684762307,-0.0351377524169823
22,RB,2,established,mid,88,D1,D0,16.1971204408802,20.81983272052766,-4.622712279647459,26.562485344440883,26.552236597597883,0.0102487468430049,-1.4112408622225934,1.7540189527292107,15.248245152877455,14.89225016515796,6,0.2577826511959875,0.2899148473261545,-0.0321321961301669
23,RB,2,established,validation,91,D1,D0,21.0330153993905,25.4164545142476,-4.383439114857099,30.23613510585201,30.35316234641312,-0.1170272405611074,-1.818951991149482,1.4762486924045763,1.7669310087750754,1.974435568032973,7,0.2450062335371213,0.296825143169063,-0.0518189096319417
24,RB,2,veteran,early,17,D1,D0,25.4937905506822,29.33936209149549,-3.845571540813292,35.37603679915462,36.002630533435706,-0.6265937342810899,-8.325514115308433,6.91572316879472,-10.20506146794361,-15.300242060853956,3,0.202952240811542,0.2053077579231026,-0.0023555171115605
25,RB,2,veteran,mid,18,D1,D0,19.33184333254456,21.113244439771,-1.7814011072264475,28.51256169542805,28.219509218167964,0.2930524772600937,-3.941202975459004,3.3390588312585403,0.2803699299654989,-4.8372312507396025,0,,,
26,RB,2,veteran,validation,14,D1,D0,4.681972804729311,5.943696920645694,-1.2617241159163834,11.445627198052302,9.950878121640455,1.4947490764118476,-1.9051276075520664,5.325930806905105,10.05118195777298,7.458641580684396,0,,,
27,RB,3,developmental,early,329,D1,D0,21.593795260488942,26.8088662476122,-5.215070987123253,34.526077196552215,34.80504958123728,-0.2789723846850606,-1.033493657477815,0.452864217293412,9.265268932479753,10.280704308877358,27,0.2701206522078693,0.3016024471411641,-0.0314817949332947
28,RB,3,developmental,mid,219,D1,D0,24.131002973672373,30.036533849817687,-5.905530876145306,36.76612410917179,36.94847249161823,-0.1823483824464331,-0.9065017644485516,0.5407186523949221,-0.2321336588623509,0.4439167061478858,26,0.2191901646424703,0.2947032703577208,-0.0755131057152505
29,RB,3,developmental,validation,225,D1,D0,23.75478466795044,29.18749056934367,-5.43270590139322,37.00114711305328,37.23050976526694,-0.2293626522136638,-0.8655448057249051,0.3919077989455419,-0.3220457866413497,0.5253846408759045,26,0.273778209556972,0.3319141855615898,-0.0581359760046178
30,RB,3,established,early,157,D0,D1,13.671917840375857,11.163640897315982,2.5082769430598715,20.889455919213766,21.415288653355223,-0.5258327341414519,-1.2669479142574245,0.1880045956542416,6.742021582240405,7.187313114062302,20,0.2301114209948978,0.186941721706361,0.0431696992885368
31,RB,3,established,mid,88,D0,D1,16.95519682447272,15.437700601203604,1.5174962232691136,23.93879316466237,24.70961594711497,-0.770822782452592,-1.897462942568323,0.2796436012809474,4.8589649109321975,4.909867824666585,6,0.2515479019061237,0.1782533972693022,0.0732945046368215
32,RB,3,established,validation,91,D0,D1,17.67881719698137,14.959165736978386,2.719651460002976,24.369819047649585,24.3602466427867,0.0095724048628953,-0.8066555096520185,0.9299520275985016,3.9723605348623057,3.950192372192378,7,0.252073682516615,0.1894096833760268,0.0626639991405881
33,RB,3,veteran,early,17,D0,D1,23.229219714630887,23.409803698223264,-0.1805839835923812,29.15102477986467,29.867699902436605,-0.7166751225719318,-2.8144840129551696,2.1107870014205474,-19.3886674988715,-16.262491148960322,3,0.1783201416867986,0.2112805344996075,-0.0329603928128088
34,RB,3,veteran,mid,18,D0,D1,12.00081840075295,11.398089751953208,0.6027286487997409,15.592722364528464,16.34858701658244,-0.7558646520539696,-1.9307990201552605,0.8500398012670809,-5.576541859800913,-3.223511223690148,0,,,
35,RB,3,veteran,validation,14,D0,D1,0.6782645698605749,0.4541666736865825,0.2240978961739923,3.209668599934953,4.7600262763256485,-1.5503576763906957,-3.1556051284466244,-0.586163801323533,3.209668599934953,4.7600262763256485,0,,,
36,WR,2,developmental,early,380,D1,D0,20.95084527135057,24.75197373493217,-3.8011284635816103,29.776616812859533,30.149138173568563,-0.3725213607090342,-1.0740745863445766,0.346648791143706,0.139887805577448,0.7512737464379883,26,0.228559341888909,0.2668721141232949,-0.0383127722343859
37,WR,2,developmental,mid,272,D1,D0,19.532337974999624,23.33108744733107,-3.7987494723314463,28.94134054866173,29.791975034507708,-0.8506344858459665,-1.6674438924948995,-0.0369285861371069,-2.7160695861340454,-0.3599981512573995,20,0.2358418441044238,0.2768238301838427,-0.040981986079419
38,WR,2,developmental,validation,293,D1,D0,20.14459035118401,24.106755793892177,-3.962165442708165,29.11612309316123,29.69107949124933,-0.5749563980880981,-1.3778806611335186,0.2726739543754765,0.1261557887140208,1.7266080669971176,18,0.2897371906367873,0.321766116343047,-0.0320289257062596
39,WR,2,established,early,185,D1,D0,19.057388921468927,22.55248153471704,-3.4950926132481115,28.45284772755965,28.986167797300062,-0.5333200697404109,-1.635287280461532,0.5108248183318488,5.353727514533073,4.898111145996977,31,0.189739184610854,0.2229034107964292,-0.0331642261855752
40,WR,2,established,mid,133,D1,D0,18.0420593758257,23.948423195488427,-5.9063638196627215,30.257299933263997,31.43182245990699,-1.174522526643,-2.3259141322681933,-0.0728607028368881,10.567128558354414,11.709174689446384,22,0.185931676119763,0.2211411623154794,-0.0352094861957163
41,WR,2,established,validation,122,D1,D0,19.445645519400493,24.71148348580133,-5.265837966400844,27.611283213097614,29.133767693253667,-1.5224844801560553,-2.562944741775984,-0.4739523348569942,5.220588108327535,5.829070501645905,25,0.2044497844315094,0.249190521101774,-0.0447407366702646
42,WR,2,veteran,early,42,D1,D0,14.0062309495922,16.17767316307688,-2.1714422134846774,28.454969936581488,26.637832570644317,1.8171373659371703,0.2140599258828884,3.563006659046553,13.383283556708411,11.193887161299584,4,0.2522321530464937,0.2364830474072887,0.0157491056392049
43,WR,2,veteran,mid,22,D1,D0,12.163019840098606,12.485680020075945,-0.3226601799773357,16.35402560438385,15.420901471360056,0.9331241330237916,0.0682898456867395,2.197265497278308,3.3927179496198163,2.125535823957436,1,0.2207560873837231,0.1112770885663163,0.1094789988174068
44,WR,2,veteran,validation,27,D1,D0,15.051780700884134,15.148101916328176,-0.0963212154440439,22.126867232904857,21.61486300728615,0.5120042256187107,-0.9225263017455204,2.0383520396484545,2.083405092897608,0.1710830190108858,1,0.238169836483238,0.2607373094313374,-0.0225674729480994
45,WR,3,developmental,early,380,D1,D0,18.84218358896983,22.3408318371215,-3.4986482481516656,29.24771206768853,29.4263566059198,-0.1786445382312698,-0.7974018989829187,0.4622684273038804,1.2266176259605692,1.767342626957637,26,0.1838110801950227,0.1992303995035029,-0.0154193193084802
46,WR,3,developmental,mid,272,D1,D0,18.27567915173218,21.455959705937357,-3.1802805542051726,29.35224412435832,29.43067595086451,-0.0784318265061941,-0.7274659384198892,0.5776363957637323,1.0001640515139063,1.8395269326574568,20,0.3110892730653776,0.3583533365286263,-0.0472640634632486
47,WR,3,developmental,validation,293,D1,D0,16.9947534210582,20.192174892213448,-3.197421471155248,27.1440990789603,27.311746806159903,-0.167647727199604,-0.9521431778350904,0.6862077112776572,4.1480877885529335,4.683772887070383,18,0.2503778933097295,0.2968898433988006,-0.0465119500890711
48,WR,3,established,early,185,D1,D0,15.5457195060805,18.38109540999674,-2.83537590391624,25.48791826546603,26.345578172079644,-0.8576599066136184,-1.6674911832453512,-0.0799384865364251,5.29022478970791,6.999669354546114,31,0.201785833762642,0.232242828743913,-0.030456994981271
49,WR,3,established,mid,133,D1,D0,14.658374373554071,18.17135656603609,-3.512982192482017,24.6988829127528,25.553776908662908,-0.8548939959101074,-1.7860556362068971,0.0320852917493508,3.368443715541656,5.399091334823676,22,0.190775282315619,0.2129125799282264,-0.0221372976126072
50,WR,3,established,validation,122,D1,D0,18.62524220129246,22.129759135833687,-3.5045169345412317,29.19096012445593,29.72356698327293,-0.5326068588169984,-1.671710465976138,0.4935940603264888,-2.4063863132289294,-0.117347875952118,25,0.2382056940268716,0.2738776645466774,-0.0356719705198057
51,WR,3,veteran,early,42,D0,D1,8.71548166098881,8.626749242625257,0.0887324183635529,16.205153321161642,16.574597459959932,-0.3694441387982897,-0.9908128932121392,0.2142332516224883,1.9488513264860492,1.8715375350458303,4,0.1939670774100846,0.2294044998622288,-0.0354374224521441
52,WR,3,veteran,mid,22,D0,D1,8.967036650645865,9.076650720378208,-0.1096140697323412,12.829652547902578,13.326818730588002,-0.4971661826854219,-1.0558459739077382,0.0366649265396901,-1.9577198851684867,-1.4583736319683884,1,0.1902178714249377,0.1997297809657611,-0.0095119095408233
53,WR,3,veteran,validation,27,D0,D1,3.9631285555654574,3.408288643289327,0.5548399122761315,7.846923888591696,8.664721862106834,-0.8177979735151383,-1.6797281192961293,-0.2411870637976159,4.862828969095322,5.82264579519894,1,0.0565474976300862,0.0470883562787164,0.0094591413513698
54,TE,2,developmental,early,211,D1,D0,15.387237306636765,18.679983355600758,-3.2927460489639926,21.75211920198061,21.937265514451894,-0.1851463124712849,-1.04218577263561,0.6425269923602267,0.4104562728857881,1.0219503559071716,16,0.3489563067279903,0.4165139688795089,-0.0675576621515186
55,TE,2,developmental,mid,144,D1,D0,15.83050717992027,18.72760975635573,-2.897102576435457,21.783153013147576,22.180962048425087,-0.3978090352775097,-1.220778843405224,0.3398499465678344,-2.813089097644208,-2.4286779563184675,9,0.2709127103487031,0.2976056078046822,-0.026692897455979
56,TE,2,developmental,validation,145,D1,D0,14.465426855470424,17.78600832063952,-3.3205814651690995,20.379339587610385,20.89827170282242,-0.5189321152120331,-1.2740320315217573,0.2302698336257386,-5.01410406540597,-4.498253406594283,14,0.2624812664259229,0.3416457844251859,-0.0791645179992629
57,TE,2,established,early,115,D1,D0,13.7766974094683,16.990355898121503,-3.213658488653204,20.49477741372115,20.0449378788448,0.4498395348763526,-1.0897112933439774,1.895805858648777,4.250485193172567,3.2687431382162315,11,0.2066915761420813,0.2595521235925284,-0.052860547450447
58,TE,2,established,mid,82,D1,D0,14.572524574694182,18.23898994250649,-3.666465367812304,20.71446616016075,21.793759165750718,-1.079293005589964,-2.5535126924805103,0.568382899186813,0.0793888481623459,0.5976444369754392,13,0.258311436208391,0.2977002639982223,-0.0393888277898312
59,TE,2,established,validation,85,D1,D0,10.654659750303749,13.405754914972832,-2.751095164669084,15.969621256578789,16.712894896839593,-0.7432736402608061,-1.9062058917937497,0.375267627349006,1.924398365881216,2.223953771667968,6,0.2316605365695732,0.282512478612095,-0.0508519420425217
60,TE,2,veteran,early,22,D1,D0,20.687691219389748,22.392807013320105,-1.705115793930357,28.10404369359113,27.904340195504684,0.1997034980864442,-3.2742875896748385,3.741239587984211,4.100323483226929,-0.6056429603085024,7,0.1953632022778971,0.1953155131396739,4.768913822318048e-05
61,TE,2,veteran,mid,18,D1,D0,12.447283728645877,12.79854835190539,-0.3512646232595125,18.20195301517169,16.858639031885623,1.343313983286065,-0.0309446997927682,2.8616433425304786,-1.1474668868583298,-1.9839725808980129,3,0.2387792216899156,0.1994388309684013,0.0393403907215142
62,TE,2,veteran,validation,18,D1,D0,10.577585488366983,11.91559106751348,-1.338005579146497,18.689309979521333,17.604909996851045,1.084399982670288,-0.3032282993687466,2.5947426376603118,11.680609035859346,9.577439442553148,4,0.266228005546591,0.309444738344883,-0.043216732798292
63,TE,3,developmental,early,211,D1,D0,15.088234399294835,18.593319266637565,-3.505084867342727,21.90891990084437,22.58537042828243,-0.6764505274380619,-1.4918588190654098,0.1665516262734299,1.1195664224762818,1.8964691718286808,16,0.3545705441135227,0.4442321573700565,-0.0896616132565339
64,TE,3,developmental,mid,144,D1,D0,15.091703874559848,16.911114185998745,-1.8194103114388969,20.593472886762644,20.861175157990576,-0.2677022712279279,-1.073473445605831,0.5993339097795053,-4.292595017190422,-4.470510899148641,9,0.2126455538357744,0.2599366430473113,-0.0472910892115368
65,TE,3,developmental,validation,145,D1,D0,14.84436489384746,17.435305260545686,-2.590940366698226,21.922068283134426,22.15629945494085,-0.2342311718064299,-1.0127395696775308,0.5143202770609414,-3.688710671187548,-3.5079733296314983,14,0.2604326546200738,0.2786476483474909,-0.018214993727417
66,TE,3,established,early,115,D1,D0,10.78794782409284,13.115063156698364,-2.327115332605526,17.45187031131004,17.522621531452828,-0.0707512201427905,-1.124992957109535,0.9509750402066924,3.102477969831537,3.4687977758585853,11,0.1677275410059376,0.2031401600111466,-0.035412619005209
67,TE,3,established,mid,82,D1,D0,10.79661792813264,13.678093051012628,-2.881475122879986,17.241273946906777,18.186361132334213,-0.9450871854274364,-2.094267823853164,0.0555878221971885,0.0190417504502002,0.7225129855862469,13,0.2803256356652385,0.3610096707519906,-0.0806840350867521
68,TE,3,established,validation,85,D1,D0,7.60499203857642,9.202391079997334,-1.597399041420914,13.147731560753265,13.559728738025326,-0.4119971772720575,-1.283100922042182,0.4921787836875186,2.919106987839766,3.2726258940455457,6,0.25888372927624,0.2592325526124449,-0.0003488233362049
69,TE,3,veteran,early,22,D0,D1,19.08210635660642,19.235309293094843,-0.1532029364884221,25.450300749298524,25.070393193307837,0.3799075559906933,-1.12570236012735,2.117856618500747,-8.695243153767835,-6.583466699123263,7,0.1632275933382475,0.1793761596445025,-0.016148566306255
70,TE,3,veteran,mid,18,D0,D1,7.065865664652911,7.402156945347274,-0.3362912806943612,11.085634835774467,11.91670771779165,-0.8310728820171823,-1.4050861758535138,-0.1246337559963277,-1.874293927805868,-0.942054466067568,3,0.1561001918835824,0.1712711344732047,-0.0151709425896223
71,TE,3,veteran,validation,18,D0,D1,5.644294394399594,4.624951289336768,1.0193431050628277,9.95583334826139,10.351498153573338,-0.395664805311948,-1.0154696200360234,0.4474131897166252,6.184378204515243,7.007414493545663,4,0.1469472415064919,0.1146733591118755,0.0322738823946164
